"spend","Display","Paid Search","Paid Social"
756694.080434345,6748.62805413171,13842.628001672,2322.48341058902
760697.752817595,6772.56300660937,13883.9444363435,2326.18146894634
764701.425200846,6796.40323533784,13925.032266628,2329.83960164917
768705.097584096,6820.14911519103,13965.8927573967,2333.45823975016
772708.769967347,6843.80101955923,14006.5271665222,2337.03780964815
776712.442350597,6867.35932035503,14046.9367449172,2340.57873313845
780716.114733848,6890.82438801917,14087.1227365733,2344.08142746246
784719.787117098,6914.19659152634,14127.0863785987,2347.5463053569
788723.459500349,6937.47629839101,14166.8289012571,2350.97377510244
792727.131883599,6960.66387467317,14206.3515280048,2354.36424057178
796730.80426685,6983.75968498412,14245.6554755289,2357.71810127726
800734.4766501,7006.7640924922,14284.7419537844,2361.03575241793
804738.149033351,7029.6774589285,14323.6121660317,2364.31758492613
808741.821416601,7052.50014459251,14362.2673088736,2367.56398551352
812745.493799852,7075.23250835785,14400.7085722918,2370.7753367167
816749.166183102,7097.87490767786,14438.9371396843,2373.95201694224
820752.838566353,7120.42769859126,14476.9541879008,2377.09440051129
824756.510949603,7142.8912357277,14514.7608872799,2380.20285770371
828760.183332854,7165.26587231339,14552.3584016845,2383.27775480164
832763.855716104,7187.55196017663,14589.7478885378,2386.31945413272
836767.528099355,7209.74984975333,14626.9304988592,2389.32831411276
840771.200482605,7231.85989009254,14663.9073772991,2392.30468928796
844774.872865856,7253.88242886192,14700.6796621749,2395.24893037673
848778.545249106,7275.81781235324,14737.2484855055,2398.16138431097
852782.217632357,7297.66638548778,14773.6149730464,2401.04239427698
856785.890015607,7319.42849182179,14809.7802443242,2403.89229975588
860789.562398858,7341.10447355188,14845.7454126711,2406.71143656362
864793.234782108,7362.6946715204,14881.5115852595,2409.50013689057
868796.907165359,7384.19942522079,14917.0798631354,2412.25872934063
872800.579548609,7405.61907280294,14952.451341253,2414.98753896998
876804.25193186,7426.95395107848,14987.6271085079,2417.68688732534
880807.92431511,7448.20439552612,15022.6082477711,2420.35709248193
884811.596698361,7469.37074029686,15057.3958359218,2422.99846908088
888815.269081611,7490.45331821931,15091.9909438808,2425.61132836633
892818.941464862,7511.45246080488,15126.3946366437,2428.19597822213
896822.613848112,7532.36849825301,15160.6079733134,2430.75272320809
900826.286231363,7553.20175945636,15194.6320071326,2433.28186459587
904829.958614613,7573.95257200598,15228.4677855165,2435.78370040448
908833.630997864,7594.62126219647,15262.116350085,2438.25852543543
912837.303381114,7615.20815503109,15295.5787366946,2440.7066313074
916840.975764365,7635.71357422689,15328.8559754706,2443.12830649069
920844.648147615,7656.13784221981,15361.9490908382,2445.52383634111
924848.320530866,7676.4812801697,15394.8591015549,2447.89350313371
928851.992914116,7696.74420796542,15427.5870207411,2450.23758609596
932855.665297367,7716.92694422987,15460.1338559116,2452.55636144069
936859.337680617,7737.02980632497,15492.5006090069,2454.85010239864
940863.010063868,7757.05311035666,15524.6882764233,2457.11907925063
944866.682447118,7776.99717117989,15556.6978490444,2459.36355935944
948870.354830369,7796.86230240353,15588.5303122711,2461.58380720129
952874.027213619,7816.64881639535,15620.186646052,2463.78008439701
956877.69959687,7836.35702428692,15651.6678249137,2465.95264974289
960881.37198012,7855.98723597845,15682.9748179907,2468.10175924113
964885.044363371,7875.53976014375,15714.1085890553,2470.22766613005
968888.716746621,7895.01490423501,15745.0700965472,2472.33062091391
972892.389129872,7914.41297448767,15775.8602936031,2474.41087139243
976896.061513122,7933.73427592522,15806.4801280858,2476.46866268998
980899.733896373,7952.97911236404,15836.9305426139,2478.50423728449
984903.406279623,7972.14778641809,15867.2124745902,2480.51783503599
988907.078662874,7991.24059950375,15897.3268562309,2482.50969321488
992910.751046124,8010.25785184454,15927.2746145943,2484.48004652994
996914.423429375,8029.1998424758,15957.0566716091,2486.4291271559
1000918.09581263,8048.06686924946,15986.6739441032,2488.35716476087
1004921.76819588,8066.85922883864,16016.1273438316,2490.26438653335
1008925.44057913,8085.5772167424,16045.4177775043,2492.15101720905
1012929.11296238,8104.22112729034,16074.5461468149,2494.01727909734
